unique_id,image_description,generated_caption,semantic_similarity
22cd65fb76,"A man in a dark suit and red tie stands with a blurred face, a flag pin on his lapel, and a dark background.",president donald trump is seen in this image,0.2637564539909363
0e1a34e8ae,"A man in a dark suit and red tie stands at a podium with a microphone, gesturing with his hands, in front of an American flag and a gold-leaf-adorned wall.","president donald trump speaks during a news conference at the white house in washington, thursday, sept 6,",0.3534956574440002
11d8b21767,A group of men seated at a conference table with a large screen displaying 'Press Conference 33rd OPEC and non-OPEC Ministerial Meeting' and various national flags in the background.,a group of people sitting at a table,0.4948136210441589
1f5f514702,"A white ballot box with a red, white, and blue 'VOTE' badge on top, set against a yellow background.",a voting box with a vote sticker on top,0.7138999104499817
2e1c2cf883,"A bathroom with a sink, toilet, and a large stack of boxes with 'Mine Bedroom' written on them.",a bathroom with a pile of boxes on the floor,0.7352001070976257
0b5a2141d3,"A man in a suit and tie is standing on a stage with his arms raised, in front of a large blue banner with 'HARRIS' written on it. There are two American flags, one on each side of the stage, and a truck in the background.",a man in a suit and tie is walking on a stage,0.5731161832809448
2f8369414b,"A man in a black suit with a graphic t-shirt is gesturing with his right hand, possibly in a discussion or interview setting.",a man in a suit sitting down and talking,0.5166565179824829
21070ab705,"A black and white photo of a man with a full beard and curly hair, wearing a dark suit and a white shirt.",a man with a beard and a suit,0.7525498270988464
192a316d80,"A woman in a blue blazer stands in the foreground with a serious expression, while in the background, a man in a white shirt and a woman in a black jacket are conversing, with a green vehicle and a blurred figure in the background.",a woman in a blue jacket stands in front of a helicopter,0.435823529958725
2cd9645ff9,"An image with binary code overlay, predominantly in green and red colors, with a central red symbol.",the flag of iran is shown in binary code code code code code code code code code code code code,0.5213803052902222
32918479fc,A close-up of a Bitcoin coin with a blurred US flag in the background.,a bit coin sitting on top of a pile of gold coins,0.5441967844963074
28381b6e54,"An image with a green background featuring a central tree, surrounded by various icons representing sustainability and technology, with a person holding a smartphone in the foreground.",a green field with a green plant surrounded by a circle of icons,0.5593741536140442
22f22d728b,"A large gathering of motorcycle enthusiasts at a street event, with numerous motorcycles lined up and people milling about, under a twilight sky.",a large group of motorcycles,0.6196907758712769
281b2780cf,An industrial plant with pipes and a sign reading 'CARBON DIOXIDE' is shown with a cloudy sky in the background.,a large pipe in front of a large factory,0.4215679764747619
068983eacd,"An image of a meal consisting of air-fried chicken tenders, a side salad, and a sauce, served on a table with a glass of beverage.",a table with plates of food and drinks,0.5713552236557007
02691b89ab,"An aerial view of a military base with several buildings, vehicles, and a few people visible. The base is surrounded by barren land.","an aerial view of the site of the new nuclear facility in the city of khar, afghanistan",0.5067532658576965
036e8388f9,"A man and a woman stand at a podium with microphones, surrounded by a crowd holding signs that read 'WE WIN' and 'HA HARRIS WALZ'. The setting suggests a political rally or event.",kamal kroa and joe bider at a campaign rally,0.4702133238315582
11e3f192b2,"A person in a lab coat stands in front of a large screen displaying a 3D medical scan of a human figure, with various medical equipment and screens in the background.",a scientist looking at a computer screen with a futuristic interface,0.5621088147163391
1dfce56b8b,"An older man in a dark suit and red tie is speaking into a microphone, with a dark background.",trump ' s ' no - deal ' to end trump ' s ' no - deal ',0.0911886692047119
2980927cf0,"A man in a suit stands at a podium with a microphone, gesturing with his right hand. The background is blue with a red banner that reads 'AUGUST 2025'.",a man in a suit and tie speaking at a podium,0.7105441093444824
123e83018d,"An older man in a suit and tie walks away from the camera, with two other men in suits behind him. The setting appears to be outdoors with trees and a car in the background.",a man in a suit and tie walking down the street,0.6220258474349976
2fd698e263,"Two men in suits, one with a lapel pin, standing close to each other, with a blurred background.",a man in a suit talking to another man,0.5514069199562073
136f9028a0,"A woman stands at a podium with the Presidential Seal, addressing a crowd with 'KAMALA' signs in the background.",kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal kamal,0.2055578231811523
13dcd2f6d0,An older African-American man in a black robe and tie sits in front of a black curtain.,"judge, former, former, former, former, former, former, former, former, former,",0.0589087083935737
2704d185c0,"An older man in a dark suit holds a microphone, with a black background and a hint of purple lighting.",a man in a suit holding a microphone,0.7760851383209229
1af74a5990,"A man with a hat and sunglasses, presumably Kid Rock, is performing on stage with a large American flag in the background, featuring a burning eagle.",lil kra performing at the american flag,0.3769596517086029
1a537454e8,"A crowd of spectators at a cricket match with American flags being held aloft, under a stadium lit up at night.",a crowd of people holding american flags,0.5188620090484619
0e2226e3b9,"The image shows three distinct scenes: a person in a black outfit with a sword, a forest scene with a person on horseback and an eagle, and a person in a white robe with a sword. The background features a cloudy sky and a forest with tall trees.",the witch and the witch in the witch franchise movies,0.2949104011058807
1122c75dc6,"An older woman with blonde hair and a warm smile stands in front of a vibrant orange background with flowers, suggesting a positive and empowering message.",a woman with blonde hair and orange shirt,0.518983006477356
31f2c7d9e5,"A man and a woman are standing on top of a military tank, waving to the crowd below. The tank is yellow, and the people are dressed in casual clothing. The setting appears to be an outdoor event with trees in the background.",a man and woman waving from a tank,0.7123806476593018
10821c29a7,"A woman stands in front of an American flag, holding a microphone, with a serious expression on her face.",kamal veal speaking at a campaign event,0.2658672928810119
2b1cc23c63,"A woman in a white shirt is holding a white picture frame, with her face obscured by the frame.",a woman holding a white frame with a blue background,0.7461570501327515
26710726a9,"A group of people are gathered around a large white sculpture of a bird, with some sitting on a bench and others standing, in a park setting with tents and trees in the background.",a group of people standing around a building,0.4609130620956421
15b0756a9c,"An individual in a suit with a blue tie and a small flag pin on the lapel, set against a plain background.",a man in a suit and tie sitting down,0.4913796782493591
0788ba8ca7,A woman in a blue shirt stands in front of a blurred background with a TV screen displaying planets.,a woman in a blue jacket and black pants,0.4033132195472717
04addd1c98,"A woman stands at a podium with the seal of the United States, speaking into a microphone with a blue backdrop that reads 'KAMALA'.",kamal kamal is smiling and speaking at a podium,0.6820712089538574
02023e935a,The image shows the European Union flag and a partial view of a building with the letters 'EU'.,eu flag and eu flag,0.7139795422554016
1bea5399ff,"A woman with short hair, wearing a blue top and a necklace, stands against a blue background.",german chancellor angela mer mer mer mer mer mer mer mer mer mer mer mer mer mer mer mer mer,0.1398511826992035
29c50e28ac,"A man bends over in a field of white crosses, each with a white flower on top, possibly in a cemetery. The grass is green, and the sky is not visible.",a man kneeling in a field of white candles,0.5384448766708374
0fb9db85d7,"A woman stands at a podium with a Bitcoin 2024 Nashville sign, with a large Bitcoin logo in the background.",a woman standing at a podium with a microphone,0.6473326683044434
1de5b00d77,"An older man in a blue suit and sunglasses is smiling and gesturing with his right hand, standing outdoors with trees in the background.",a man in a suit and sunglasses is smiling,0.6377251744270325
016e8d9259,"A woman stands at a podium with the seal of the President of the United States, addressing a crowd of people holding signs with 'KAMALA' and 'When we fight, we win.' banners, in front of a backdrop with 'ATLANTA' and 'HARRIS' visible.",kamal kri speaking at a campaign event,0.4899284541606903
26b664582b,"An overhead view of people on an escalator with the 'bitcoin2024' sign above them, suggesting a connection to the cryptocurrency event.",people walking down an escalaor in a subway station,0.3573059439659118
2ad2d347d9,"An image of a wooden pier with waves crashing against it, with a blurred background that suggests a body of water and a distant shore.",a river with water flowing over it,0.3035993576049804
2afa4155dc,"Three musicians with long hair and colorful attire stand on stage with microphones, in front of a blurred background of musical instruments and a crowd.",the bees performing at the mtv concert in 1989,0.2289977520704269
0fe7648010,"An oil pump jack is in the foreground with a large tank in the background, set against a clear sky. The ground is barren with sparse vegetation.",a man is working on an oil pump,0.455579400062561
29fc753c5a,"A toy tank sits on top of US dollar bills, with a toy fighter jet in the background.",a toy tank on top of a pile of money,0.7651272416114807
0cbc697c91,"A woman in a light blue blazer stands at a podium with a microphone, smiling broadly. The background is blurred but shows a crowd of people and a sign with the text 'HARFOR PE'.","kamal kennedy speaks at the democratic national convention in charlotte, virginia, on sunday, july 26, 2019",0.2582229375839233
0861c954b5,"The image shows the seal of the Federal Bureau of Investigation (FBI) with the words 'Department of Justice', 'Federal Bureau of Investigation', 'Integrity', 'Bravery', and 'Fidelity' embossed on it.","the department of justice logo is seen on the wall of the department of justice building in washington, u",0.5524848699569702
10cbd9e231,A man and a woman in business attire are seen walking out of a building.,a man and woman walking together in front of a white house,0.561784565448761
119c7892b8,"A man in a blue suit stands in front of an American flag, with another man behind him, both appear to be at a political event.",trump and his team are all smiles as they walk through the hallway,0.2049354761838913
09bfe035ce,A man in a dark suit and red tie is speaking into a microphone.,president donald trump speaks at the podium during a rally in washington,0.3418734967708587
200162e1c7,"A woman with brown hair and a white shirt is laughing with her eyes closed and mouth open, with a dark background.",a woman with long hair smiling and wearing a white shirt,0.489488422870636
18f04b45bc,"An image showing a parking lot with several handicap parking signs painted on the ground, indicating designated spots for disabled individuals.",a parking lot with blue and orange markings,0.6245170831680298
1321fab473,"A man in a suit stands behind a podium with a Bitcoin 2024 sign, gesturing with his hands outstretched.",a man in a suit and tie speaking at a podium,0.560436487197876
1e54a71c3d,"A man in a dark suit is being embraced by a woman with blonde hair, both have visible injuries, in a crowd of people, some wearing red shirts, at what appears to be a public event.",a man in a suit is hugged by a woman,0.5625953674316406
2bc6c5ebb8,"A man in a suit stands at a podium with a microphone, with the words 'bitcoin 2024' in the background.",a man in a suit and tie speaking into a microphone,0.6163187026977539
124519c126,"A person is writing on a paper with a pencil, with the text 'A 3' visible on the paper.",a person writing on a piece of paper,0.7670758366584778
20ea1d8f58,"An aerial view of a beach with a pile of blue and orange objects, possibly debris, and a small boat on the sand.",a beach chair is left on the sand,0.516566276550293
02352315ce,"A man in a suit is taking a selfie with a child and a crowd of people, some of whom are wearing blue shirts, in a stadium setting.",a man and woman taking a picture of a young boy,0.3343346118927002
1435806b24,"The image shows a waving American flag with the word 'DEBT' in bold, black letters in the background.",a flag with the word debt on it,0.7458725571632385
2b47476ea2,"A man in a dark suit sits with a microphone in front of him, against a dark background.","elo, elo, elo, elo, elo, elo, elo",-0.0041752755641937
27f64c8336,"A group of people, including a man in a white shirt with a green logo, holding cannabis plants, and a woman in a colorful dress, are gathered outdoors with palm trees in the background.",people wearing masks and holding plants,0.556183934211731
204a0f7fde,"A man with grey hair and sunglasses is seen waving and holding a coffee cup, wearing a black jacket and a black shirt, with a badge on his jacket.",a man in a black jacket and sunglasses waves,0.6057858467102051
2b631caaba,A person is handing over a jar of cannabis to another person at a counter.,a person putting marijuana in a container,0.664568305015564
0b3efdc035,"A woman in a black blazer is surrounded by two uniformed individuals, one of whom is wearing a badge, in front of an American flag.",a woman wearing a face mask,0.3037753403186798
01f28efe50,"A group of graduates in caps and gowns are throwing their caps in the air during a graduation ceremony, with the sun shining brightly in the background.",graduates throwing their caps in the air,0.7979608178138733
27c6a2eff2,"An empty lecture hall with rows of chairs and tables, with a blurred background of a cloudy sky.",a row of chairs,0.4138188362121582
1af7e35072,"A close-up of a white jacket with the US Olympic Team logo and the American flag patch, featuring the Olympic rings.",a white shirt with an american flag on it,0.6031350493431091
2a63ad5b4d,"An artillery piece is firing with smoke and flames in the background, amidst a field with no visible people, under a grey sky.",a tank with a fire coming out of it,0.5015496015548706
063f5eb610,"An individual in a suit is seen signing a document at a desk with two flags, one of which is the Azerbaijan flag, and the other is the United Nations COP29 flag.",a man in a suit and tie signing papers,0.493142157793045
327dfd7b89,"A man and a woman are standing in a room with large windows, the man is wearing a dark suit and a red tie, and the woman is wearing a light blue suit. They are both smiling and waving to the camera.",a man and woman wave as they walk through a hall,0.5342884063720703
2b59248727,"A woman stands at a podium with the Presidential Seal, speaking into a microphone with a blurred face, in front of a backdrop with the American flag.","kamal kennedy speaks at a campaign event in washington on monday, oct 11, 2018",0.4165543913841247
2ebaa9e634,A man in a suit holding a white mask with a smiley face.,a man in a suit holding a white bag,0.5894317030906677
2830f38c6a,"Two flags representing California and Texas against a sky backdrop, with a bear and a star on the respective flags.",flags with the state,0.6201431751251221
11b297c620,Five green apples are lined up in a row on a white background.,green apples on a white background,0.7767577767372131
13ffa698d6,"An abstract image of a computer chip with intricate circuitry patterns in shades of blue and gold, representing advanced technology.",a circuit board with a circuit in the middle,0.4059510231018066
0b127cb7e4,"A sleek, silver Tesla Model 3 is shown from a side angle, highlighting its angular design and large wheels.","tesla ' s electric car, the model 3",0.6407392024993896
237d84fc09,"A man in a dark suit stands at a podium with microphones, smiling, with a blue background that reads 'NAACP National Convention'.",bider bider is seen at the national convention,0.3412725925445556
118c51a93f,"A man and a woman stand at a podium with the Presidential Seal, addressing a crowd holding signs that read 'WE LOVE JOE' and 'MOTOWN JOETOWN'. The setting appears to be a political rally or event.",vice bider and vice bider at a campaign rally,0.4343166351318359
1cecae108a,"A woman stands at a podium with the seal of the President of the United States, addressing an audience.",kamal kennedy speaks at a podium with a crowd behind her,0.5625050067901611
07791be2cd,"An older man in a blue suit and a woman in a white blazer with a red and white patterned tie are holding hands and smiling, with a dark background.",biden and biden wave as they wave at the democratic rally,0.2153339684009552
323882de13,"A man with tattoos sits on a chair, wearing a white t-shirt, a watch, and a necklace, with a red cap on his head.",a man with a beard sitting on a chair,0.5419797897338867
2aa5d4b45a,"A notebook with the title 'Confirmation Bias' is open, showing a Venn diagram with two overlapping circles labeled 'Facts' and 'What you believe'. A pen is placed on the diagram, and there is a pair of glasses and a book in the background.",a notebook with a pen and a pen on top of it,0.4367152452468872
1da6039b07,"A crowd of people wearing 3D glasses, looking upwards, likely observing a solar eclipse.",a crowd of people watching a football game,0.3399994671344757
1af53f5f21,"Two men in dark clothing stand in a dimly lit room with a blurred background, one with a serious expression and the other with a neutral one.",person and person in the dark knight,0.2710556983947754
2926d0e60b,A man in a white shirt and black pants is riding a blue bicycle on a city street.,a man riding a bike down a street,0.7406393885612488
14c5024d57,"Two individuals are taking a selfie with a smartphone, with one person holding the phone and the other holding the camera. They are standing in front of a backdrop with logos for 'SkySpace Los Angeles', 'Isabella Couture', and 'Lovebug Pizza'. The person on the left is wearing a white top and has a gold chain around their neck, while the person on the right is wearing a pink dress with floral details.",two girls taking a selfie,0.5823609232902527
295e63d58c,"A figure stands out with arms raised in front of a crowd of colorful, blurred figures.",a crowd of people with colorful figures,0.6758648157119751
28c4c31122,"A man with a microphone gestures with his hands, standing in front of a blue background with a city skyline silhouette.",a bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald bald,0.1385719627141952
2ff3ff6532,"A man in a blue suit raises his index finger in the New York Stock Exchange, with screens displaying various stock information and the OliverWyman logo.","a trader waves at the floor of the new york stock exchange in new york, new york, on",0.5267861485481262
08eb76ad3b,A man in a blue suit is smiling and speaking into a microphone on a stage.,a man in a suit and tie smiles while holding a microphone,0.7272749543190002
0ef1d35559,"An image of a police car with 'MILWAUKEE POLICE' written on it, with officers standing around it, and a red police tape in the foreground. In the background, there is a fire truck with 'MILWAUKEE FIRE DEPARTMENT PARAMEDICS' written on it.",police officers investigate a suspect who was shot by a suspect on the corner of a street in the bronx,0.2716456055641174
036c09cf08,"A group of people, including a man in a suit and a woman in a white blazer, are gathered around a table with food, in a room with 'BIDEN HARRIS' posters on the wall.",a man in a suit and tie is serving food to a group of people,0.5106102228164673
2f61da4956,"A group of people in black suits stand in a line on steps leading up to a large, classical building with columns and a red emblem above the entrance.",a large building with columns and a red and white sign,0.3856451213359833
19f6d20e6e,"A man in a grey 'BRAWL' t-shirt stands in a crowd, smiling and looking upwards.",a man with a black shirt on and a black shirt on,0.3681009411811828
23822c0bee,"A woman with a blurred face stands in front of a microphone, wearing a dark suit with a white shirt and a U.S. flag pin, against a blue background with 'United States' written in white.",a woman in a suit and tie stands behind a microphone,0.5851800441741943
0b8c0905cd,"A man in a dark suit stands with hands clasped in front of him, with American flags in the background and a chandelier above.","president donald trump speaks during a news conference at the white house in washington, thursday, sept 6,",0.1584703028202057
323f92f151,"An older man in a dark suit and white shirt is seen from the back, walking up a flight of stairs.",a man in a suit and tie walking up a flight,0.550866425037384
09d49a356c,"A man in a suit and tie is speaking into a microphone, gesturing with his right hand. The setting appears to be a formal event, possibly a conference or meeting room.",a man in a suit and tie is giving a thumbs,0.6167373657226562
219d99c59b,An older man with dark hair and a suit is speaking into a microphone.,a man in a suit and tie speaking into a microphone,0.7618094682693481
1474e631a5,"An older man with white hair and glasses, wearing a blue suit and a red tie, is seen from the side with a blurred background.",a man in a suit and tie with glasses,0.6372092962265015
264475e0de,"A blue and white road sign with the word 'ELECTION' and the year '2024' on it, set against a backdrop of a cloudy sky.",a blue and white sign with the word election,0.7454380989074707
16bfb94f84,"A silhouette of oil pumps against a sunset sky, suggesting a focus on energy or fossil fuels.",oil prices fall as us oil prices fall,0.2223315834999084
02673ec307,A man in a suit with a raised hand is in the foreground of a crowded event with 'TRUMP' and 'MAKE AMERICA GREAT AGAIN' banners in the background.,a man in a suit and tie is standing in front of a crowd,0.6192184090614319
1fc9d19dfd,"The word 'CIVICS' is written in large, bold, white chalk on a blackboard.",a blackboard with the words cuts 101 written on it,0.5398144721984863
26a7730ebf,"A group of people standing in a line outside a large, classical building with columns, some holding bags and one person holding a smartphone.",people walking in front of the supreme court,0.3110526800155639
1bc96d58ee,"A man in a dark suit stands next to another man in a red tie, both are speaking into microphones at a podium.",donald and bid are pictured in this image,0.1673512011766433
14bcb4836a,"A man in a blue suit and red 'Make America Great Again' hat stands at a podium with a microphone, addressing a crowd at a political rally.",a man in a suit and hat speaking into a microphone,0.5682423710823059
1d4279ad1e,"A person is sitting on a couch, holding a smartphone, with their face obscured by their hand. The room is brightly lit with natural light coming through the window.",a woman sitting on a couch holding a cell,0.599402129650116
27ddfd4e8e,A row of white buckets with red and black labels from Tractor Supply Co. hang from a wire rack in a store.,a row of buckets with the words tractor supply,0.7201257944107056
2a1eb0304d,Two men in suits walking on a grassy area with trees and flowers in the background.,president joe bider and vice bider walk through the white house lawn,0.3737363219261169
20c324ed90,"A man in a suit and tie is seen from the shoulders up, with a neutral expression, set against a plain background.",a man in a suit and tie sitting down,0.6035946011543274
280fbede2d,"A man in a blue suit and sunglasses walks away from the camera, with a blurred background of greenery and a statue.",bider walks on the green at the white house,0.2237939536571502
24d33413be,"A man in a dark suit and red tie stands in front of a microphone with a blurred background featuring a Christmas tree, American flags, and stars.","president donald trump speaks during a news conference at the white house on december 11, 2019",0.2813427448272705
0a78d080f9,A person in a dynamic pose with mathematical and scientific symbols and equations floating around them.,a woman jumping in the air with a lot of doo doo doo doo doo doo doo doo doo doo,0.2454574853181839
2eb73f01c9,"A woman in a business suit sits in a yellow chair with her hands clasped, in a professional setting with a plant in the background.",a woman wearing glasses sitting at a table,0.4321434199810028
266b7ae0f5,"A group of people, including a man in a white coat with blood stains, are gathered around a damaged building with a large hole in the wall. Some individuals are holding items like a bag and a box, and the scene appears to be chaotic and distressing.",people are standing in front of a building that has been gutted,0.3761909902095794
1ab52ae75d,"A group of people, including a man in a chef's apron, are holding up what appears to be food items, possibly in a restaurant setting.",a group of people standing around a cake,0.4561255276203155
10993f0ff6,"Two men in suits and ties walk side by side, one with a red tie and the other with a blue tie, in an urban setting.",two men in suits and ties walking together,0.8398811221122742
2485845f3c,"The image shows the emblem of the U.S. Securities and Exchange Commission (SEC) mounted on a building facade. The emblem features an eagle, olive branches, and the text 'SEC' and 'MXXIV NOVEMBER' around the edge.",the federal reserve building in washington,0.2907396554946899
019dd907db,"An image of a robotic arm with a human observing it, with a backdrop of a conference setting and a clock visible in the background.",a man looking at a robot,0.5311287641525269
2d629679e5,"A group of graduates in black gowns and yellow tassels are holding their caps, with a focus on the front row.",a group of graduates holding their caps,0.8268976211547852
26b3473a54,A woman in a blue blazer with a pearl necklace and a small American flag pin on her lapel stands in a room with a blurred background.,speaker of the house person person,0.2310583442449569
105f0f87f6,"A man in a suit stands in front of a blue background with 'CNN' written in red, speaking into a microphone.",bider on the debate,0.1477110087871551
0142411862,"The image shows the iconic Eiffel Tower with the Olympic rings superimposed on it, set against a night sky. People are visible in the background, some holding umbrellas, suggesting it might be raining.",the olympic rings are seen in front of the eiff tower in paris,0.7141813039779663
03de58d434,"A bowl of cannabis buds sits on a paper with 'VOTE: YES' and 'NO' checkboxes, indicating a voting context.",a glass filled with marijuana buds sitting on a sheet of paper,0.5327882170677185
18a9f1c2d5,"An older man with white hair, wearing a dark suit and tie, stands at a podium with a microphone, with the CNN logo in the background.",a man in a suit and tie speaking into a microphone,0.5721338987350464
1c7da558d9,A man in a blue and gold costume stands confidently with his hands clasped in front of him against a backdrop of red and blue seats with splattered paint.,a man in a superhero costume standing in front of a wall,0.5110691785812378
003354c23e,"A flooded street with fallen trees and a damaged building in the background, with a row of parked cars on the left and a clear sky above.",a tree is blown by the wind in the aftermath of hurricane maria in the town of la joque,0.4201784431934356
0634a3857a,"A man in a blue suit stands at a podium with a microphone, gesturing with his right hand, in front of a green building with a flag and a seal in the background.",bider is shown in front of a podium with a microphone,0.585959792137146
0809ad2fa8,"A man stands at a podium with a microphone, surrounded by a crowd of people holding signs that read 'CHANGE BEGINS' and flags of the United Kingdom. The setting appears to be a political rally or event.",a man in a suit and tie stands at a podium with red and blue flags behind him,0.5792052745819092
15da461424,"A man stands behind a podium with a Labour sign, gesturing with his hands open, in front of a pink background and a British flag.",labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour labour,0.2303977906703949
01dd2d803a,"A magazine cover for 'Achtung! Cthulhu' issue 12, featuring a group of soldiers in combat gear with a large, menacing creature in the background, set against a backdrop of a stormy sky and a church.",a book sitting on top of a brick wall,0.3276411294937134
16a312e5c0,"A healthcare professional, likely a nurse, is attending to a child in a hospital bed, with a teddy bear beside them, in a clinical setting.",a nurse is talking to a child in a hospital bed,0.6294630765914917
1c9d466724,"An image showing a white mobile device with a blue button, a black circular object, and a white strap with a circular cutout, placed on a white surface.",a box with a white and black device,0.5616198778152466
20c89fb036,"An older man with white hair and a blue striped shirt is shown from the chest up, with a blurred background that suggests a formal event or press conference.",joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe joe,0.1319369226694107
2e8efeaa2e,"A man in a blue suit and tie stands at a podium with a microphone, gesturing with his right hand. The podium has a sign that reads 'TEXT NEVADA TO 888'. The setting appears to be an indoor event with a blurred background.",a man in a suit and tie speaking into a microphone,0.5848392248153687
26ed582339,"A colorful abstract painting with various scribbles and shapes, predominantly in black, red, and blue hues.",a painting on a wall with a black and white background,0.6108837723731995
27ce2dbfe7,"Three men standing in front of a pink backdrop with a net, wearing casual clothing and sneakers, with one man wearing a Nike jacket.",three men standing next to each other men,0.6409445405006409
06eb3191fe,A person in a high-visibility vest and hard hat is using binoculars to observe a large open-pit mine with heavy machinery and workers in the background.,a man in a hard hat and hard hat looking at a large open pit,0.5752223134040833
07f4626b52,"A group of professionals in a meeting, discussing the outlook for freelancing, with a laptop and a plant on the table.",a group of people sitting around a table,0.4251127243041992
0bcd438c59,A man in a dark suit and red tie stands against a blue sky backdrop.,"president donald trump arrives for a news conference at the white house on monday, march 20, 2019,",0.0186212118715047
19d6a43b2b,"The image features the United States Capitol building with a blurred overlay of US dollar bills and an American flag, suggesting a theme of financial or economic context.",the capitol building with the american flag flying in front,0.597679615020752
2e374085e0,"An older man with white hair and a blue tie is seen from the chest up, looking to the side with a serious expression.",a close up of a person wearing a suit and tie,0.4422802925109863
1e34216bdc,"An oil rig platform is seen in the foreground with a ship in the background, set against a cloudy sky over a body of water.",the oil rigs at the port of the port of long island,0.459295243024826
2165b0608b,"A news studio set with a red and white color scheme, featuring a news anchor and a group of journalists discussing a breaking news story about a Supreme Court decision on presidential immunity.",cnn news with the cnn news team,0.4872671365737915
16e7da3da2,"An older man with white hair, wearing a dark suit and red tie, stands in front of a microphone with a CNN 'PRESIDENT' banner in the background.",president donald trump speaks at the cnn / cnn / cnn / cnn,0.4037633836269378
1eb9b7611c,"The image features the bold text 'NEW YORK POST' in white against a red background, with a black and white graphic element that resembles a speech bubble.",the new york post logo,0.6548409461975098
320f600e48,A woman in a yellow top holds a blue object in front of a Target store with a red and white circular logo.,a woman holding a blue object in front of a store,0.7849991321563721
02e99326b3,"A dog sits on a dog bed in a room with a white couch, a potted plant, and a white robotic vacuum cleaner on the floor.",a dog laying on a dog bed next to a robot,0.6458724737167358
05a7e77f40,"The image features the bold text 'NEW YORK POST' in white against a red background, with a black and white graphic element that resembles a speech bubble.",the new york post logo,0.6548409461975098
02e11aec32,"A man in a suit stands in front of a greenery-filled background. To his right, there's a photo of two people in a park with a fence and trees in the background.",a man in a suit and tie standing in front of a tree,0.6348999738693237
327f49887e,"An image of a billboard for the 'NJ REENTRY CONFERENCE MENTAL HEALTH' event, featuring a man in a suit and tie, and a separate image of a billboard for 'Back To School FREE HAIR CUTS' with a group of people, one of whom is holding a child.",a man in a suit and tie standing next to a billboard,0.451594740152359
0ca92510c0,"Two men shaking hands in front of a crowd at a political event, with one man wearing a 'Trump' sign.",president person and president person shake hands after the first presidential debate debate,0.4878811836242676
1f78fe00e0,"A football player in a green jersey with the number 7 is standing on the field, with a blurred background of a stadium.",philadelphia eagles head coach person and philadelphia eagles head coach person on the sidelines,0.2953150868415832
191aa36c94,"A bright yellow RTIC cooler with a grey handle and straps, set against a purple and blue background.",a green cooler bag with the words ` ` ` ' on it,0.5631235837936401
113f31193b,"An image showing a beige knit robe, a green and white striped towel, and a white quilted blanket against a red and blue background.",a pile of towels and blankets,0.5547289848327637
184d4bb580,"A man stands at a podium with a microphone, in front of a banner that reads 'Pershing Square Sohn Cancer Research'. Behind him is a stock exchange floor with traders and monitors displaying stock information.",a man in a suit and tie stands at a podium with a photo of him,0.567051112651825
3167b43974,"A man in a white hoodie is speaking into a microphone with a 'Stino's' sign in the background, and another man in a suit is shown in a separate image.",person ' s person ' s person ' s person ' s person ' s person ' s person ',0.0871051549911499
00f08afc6f,A woman in a grey coat is riding a yellow bicycle on a city street with buildings and trees in the background.,a woman riding a yellow bike on the street,0.7163441777229309
2f032cf851,A bed with a quilted bamboo sheet and a striped pillow on a bed with a wooden headboard.,a bed with a white and blue comforter and a red and yellow background,0.6371649503707886
13576fed4a,"A football player in a white jersey with the number 73 is in the midst of a tackle during a game, with other players in the background.",american football player runs the ball during the first half of a football game against sports team,0.5182316303253174
066d934484,"A man in a suit stands in front of a crowd, gesturing with his hands, with a building in the background. Another image shows a crowd of people with signs, and a third image shows a man speaking at a podium with a crowd behind him.","person, person, person, person, person, person, person, person, person, person,",0.1823382377624511
26e5086151,"A collection of clear bags with various logos and contents, including a phone, earbuds, and a wallet, against a colorful background with a 'nu' sign and a 'NEW YORK JETS' logo.",the best college bags for college,0.478546679019928
17f98a7e4d,"A man in a white baseball uniform is seen falling backward onto the ground, with a crowd of people in the background. The scene is illuminated by artificial lighting, and there is a fire burning in the background.",a man is seen in the middle of a street as a fire burns behind him,0.5695305466651917
1b9f570a5a,"A graphic shows three smartphones with a purple and black color scheme, displaying a playlist titled 'Pop Rising' and a 'You might like' section with a 'Pitch a song' button and a 'Go to album' button.",a smartphone and a smartphone screen with the text pop pop pop pop pop pop pop pop pop pop pop,0.5670785903930664
044459bcde,"Three Vitamix blenders are displayed against a split background of teal and purple. The blenders are shown from the front, with the Vitamix logo visible on the front of each unit.",three blends in a blender and one in a blender,0.5288091897964478
1c332015f1,"The image features a collection of 'Stranger Things' themed products from Bath & Body Works, including a perfume, a candle, a leather jacket, and a flower-shaped object, all against a purple background with a 'Stranger Things' logo.","a collection of various items including a candle, a candle holder, and a candle",0.3882306218147278
003ae6a4c4,"A man in a green sweater stands with his arms crossed, and a woman in a black dress stands next to him. Both are smiling and appear to be posing for a photo.",two people standing next to a tree,0.4772579371929168
23279090a2,A man in a white suit stands next to a statue of a muscular figure with a caution sign below it.,person in a white suit and a photo of a man with a dog,0.4654830694198608
196c321414,"A man in a blue suit with a red tie is clapping, and another man in a yellow tie is also clapping. They are in a stadium with a crowd in the background.",person and person at a campaign event,0.333267331123352
